year,total_water_consumption_billion_m3,per_capita_water_use_l_per_day,agricultural_water_use_percent,industrial_water_use_percent,household_water_use_percent,rainfall_impact_mm,groundwater_depletion_rate_percent,water_scarcity_level,country_afghanistan,country_albania,country_algeria,country_angola,country_argentina,country_armenia,country_australia,country_austria,country_azerbaijan,country_bahrain,country_bangladesh,country_belarus,country_belgium,country_benin,country_bolivia,country_bosnia_and_herzegovina,country_botswana,country_brazil,country_bulgaria,country_burkina_faso,country_burundi,country_cambodia,country_cameroon,country_canada,country_central_african_republic,country_chad,country_chile,country_china,country_colombia,country_costa_rica,country_croatia,country_cuba,country_czech_republic,country_côte_d'ivoire,country_dr_congo,country_denmark,country_dominican_republic,country_ecuador,country_egypt,country_el_salvador,country_eritrea,country_ethiopia,country_finland,country_france,country_gabon,country_gambia,country_georgia,country_germany,country_ghana,country_greece,country_guatemala,country_guinea,country_guinea-bissau,country_haiti,country_honduras,country_hong_kong,country_hungary,country_india,country_indonesia,country_iran,country_iraq,country_ireland,country_israel,country_italy,country_jamaica,country_japan,country_jordan,country_kazakhstan,country_kenya,country_kuwait,country_kyrgyzstan,country_laos,country_latvia,country_lebanon,country_lesotho,country_liberia,country_libya,country_lithuania,country_madagascar,country_malawi,country_malaysia,country_mali,country_mauritania,country_mexico,country_moldova,country_mongolia,country_morocco,country_mozambique,country_myanmar,country_namibia,country_nepal,country_netherlands,country_new_zealand,country_nicaragua,country_niger,country_nigeria,country_north_korea,country_north_macedonia,country_norway,country_oman,country_pakistan,country_panama,country_papua_new_guinea,country_paraguay,country_peru,country_philippines,country_poland,country_portugal,country_qatar,country_romania,country_russia,country_rwanda,country_saudi_arabia,country_senegal,country_serbia,country_sierra_leone,country_singapore,country_slovakia,country_slovenia,country_somalia,country_south_africa,country_south_korea,country_south_sudan,country_spain,country_sri_lanka,country_state_of_palestine,country_sudan,country_sweden,country_switzerland,country_syria,country_taiwan,country_tajikistan,country_tanzania,country_thailand,country_togo,country_tunisia,country_turkey,country_turkmenistan,country_usa,country_uganda,country_ukraine,country_united_arab_emirates,country_united_kingdom,country_uruguay,country_uzbekistan,country_venezuela,country_vietnam,country_yemen,country_zambia,country_zimbabwe,lag_1,lag_2
0.0799999999999983,0.7799042429372555,0.2153881071266455,0.5957820738137084,0.4659685863874344,0.419672131147541,0.3904571174264098,0.5776836158192091,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766797164321236,0.7614405882975347
0.1200000000000045,0.7937255316897684,0.2433045846572855,0.5940246045694201,0.4685863874345549,0.4229508196721312,0.2696293470659292,0.6002824858757063,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7799042429372555,0.766797164321236
0.1599999999999966,0.8024944450322719,0.2119836586472991,0.592267135325132,0.4685863874345549,0.4229508196721312,0.1873291372623816,0.6242937853107344,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7937255316897684,0.7799042429372555
0.2000000000000028,0.8135779282615598,0.2494325919201089,0.5905096660808437,0.4712041884816753,0.4262295081967213,0.364708500222519,0.652542372881356,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8024944450322719,0.7937255316897684
0.2399999999999948,0.8232726695587769,0.1965501588742624,0.5887521968365556,0.4712041884816753,0.4262295081967213,0.2419416364676712,0.67090395480226,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8135779282615598,0.8024944450322719
0.2800000000000011,0.8294360385144431,0.2330912392192465,0.5869947275922672,0.4738219895287957,0.4295081967213115,0.3388963061860258,0.692090395480226,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8232726695587769,0.8135779282615598
0.3200000000000074,0.842000846471273,0.2405810258738085,0.5852372583479789,0.4738219895287957,0.4295081967213115,0.276241337656558,0.7118644067796611,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8294360385144431,0.8232726695587769
0.3599999999999994,0.8479261453814412,0.2219700408533817,0.5834797891036908,0.4764397905759162,0.4327868852459016,0.2544662724903045,0.7245762711864407,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842000846471273,0.8294360385144431
0.4000000000000057,0.8536266003597505,0.2176577394462097,0.5817223198594025,0.4764397905759162,0.4327868852459016,0.2958230020980354,0.7471751412429379,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8479261453814412,0.842000846471273
0.4399999999999977,0.8593402814516983,0.2315024965955515,0.5799648506151144,0.4790575916230365,0.4360655737704918,0.2443893445228559,0.7655367231638419,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8536266003597505,0.8479261453814412
